법인등록번호,자산총액,직전사업결산일자,자본금액,자본총액,회사구분,부채총액,소속회사명,기업공개일자,기업설립일,집단편입일,업종코드,업종명,상시종업원수,공개년월,출력순위,대표자명,매출액,결산기일,당기순이익,기업집단명,rcmgCode
1.10E+12,10538000000,20210330,3373000000,-14078000000,일반회사,24616000000,갤럭시아일렉트로닉스,,20060929,20061201,C28,전기장비 제조업,20,202105,1129,변해현,22459000000,20201231,3624000000,효성,479687
1.10E+12,16493000000,20210331,9300000000,-15817000000,일반회사,32310000000,광양항서부컨테이너터미널,,20061023,20180829,H52,창고 및 운송관련 서비스업,234,202105,1146,김경태,33579000000,20201231,-12249000000,장금상선,13011750
1.10E+12,3.18E+11,20210329,35683000000,1.25E+11,일반회사,1.94E+11,케이티텔레캅,,20061117,20070102,N75,사업 지원 서비스업,2638,202105,2269,장지호,3.90E+11,20201231,212000000,케이티,480449
1.10E+12,2.31E+11,20210330,2.37E+11,33954000000,일반회사,1.97E+11,케이티엠앤에스,,20070102,20070102,G47,소매업; 자동차 제외,2308,202105,866,김영호,6.61E+11,20201231,-485000000,케이티,482354
1.10E+12,21777000000,20210318,24000000000,8726000000,일반회사,13051000000,한라오엠에스,,20070116,20130304,F41,종합 건설업,338,202105,2456,김영일,49810000000,20201231,723000000,한라,490647
1.10E+12,2052000000,20210331,200000000,839000000,일반회사,1214000000,솔트라이트아이엔씨,,20070115,20160322,G46,도매 및 상품 중개업,5,202105,357,"전종진,김장원",2653000000,20201231,139000000,IMM인베스트먼트,16062894
1.10E+12,2527000000,20210326,5000000000,2232000000,일반회사,295000000,애경에스티,,20070221,20070221,G46,도매 및 상품 중개업,6,202105,1764,임재영,3301000000,20201231,-283000000,애경,13012019
1.10E+12,5.79E+12,20210330,2.60E+11,6.54E+11,금융보험업,5.14E+12,엔에이치농협캐피탈,,20070309,20080628,K64,금융업,376,202105,1950,박태선,4.15E+11,20201231,58371000000,농협,495653
1.10E+12,91322000000,20210330,4448000000,84565000000,일반회사,6757000000,에이치엔씨네트워크,,20070322,20111101,N75,사업 지원 서비스업,768,202105,528,마호웅,31260000000,20201231,803000000,케이티,13002876
1.10E+12,9.37E+12,20210324,1.83E+11,1.29E+12,금융보험업,8.08E+12,현대커머셜,,20070327,20070502,K64,금융업,513,202105,2573,정태영,4.40E+11,20201231,1.23E+11,현대자동차,485172
1.10E+12,21295000000,20210322,10000000000,10009000000,일반회사,11286000000,후레쉬서브,,20070327,20070401,C10,식료품 제조업,78,202105,1114,정호민,51892000000,20201231,797000000,지에스,486770
1.10E+12,9352000000,20210317,2200000000,4946000000,일반회사,4406000000,이네스트,,20070410,20070502,N75,사업 지원 서비스업,184,202105,664,권재덕,29888000000,20201231,229000000,이랜드,487157
1.10E+12,47613000000,20210317,13054000000,25199000000,일반회사,22414000000,에스코어,,20070517,20100802,J62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",350,202105,1875,최재섭,67993000000,20201231,-456000000,삼성,13039492
1.10E+12,1.36E+11,20210330,44000000000,11862000000,일반회사,1.24E+11,롯데제이티비,,20070525,20070601,N75,사업 지원 서비스업,101,202105,1462,박재영,4983000000,20201231,-8422000000,롯데,490605
1.10E+12,5292000000,20210323,2700000000,-1008000000,일반회사,6300000000,스포츠모터사이클코리아,,20070530,20110701,G45,자동차 및 부품 판매업,17,202105,385,문성준,6840000000,20201231,-637000000,엘에스,13094562
1.10E+12,1.21E+11,20210319,7000000000,33774000000,일반회사,87261000000,에프엠케이,,20070601,20150611,G45,자동차 및 부품 판매업,213,202105,545,김광철,1.81E+11,20201231,2048000000,효성,13034606
1.10E+12,56253000000,20210319,1500000000,11819000000,일반회사,44434000000,효성에프엠에스,,20070611,20070702,J62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",48,202105,2593,강인식,38511000000,20201231,4754000000,효성,490595
1.10E+12,33119000000,20210326,50000000,23572000000,일반회사,9547000000,화앤담픽쳐스,,20070613,20160801,J59,영상ㆍ오디오 기록물 제작 및 배급업,9,202105,1110,윤하림,57861000000,20201231,6867000000,씨제이,16066697
1.10E+12,1.77E+13,20210326,4.69E+11,1.40E+13,일반회사,3.70E+12,에스케이이노베이션,20070725,20070703,20070801,M71,전문 서비스업,2340,202105,1852,김준,3.81E+12,20201231,1.59E+12,에스케이,490896
1.10E+12,9764000000,20210331,136000000,3471000000,일반회사,6293000000,에이윈즈,,20070725,20190801,G46,도매 및 상품 중개업,28,202105,516,박희동,22483000000,20201231,-488000000,카카오,16015354
1.10E+12,4148000000,20210330,4325000000,3995000000,일반회사,154000000,나눔로또,,20070727,20070727,R91,스포츠 및 오락관련 서비스업,3,202105,60,신현식,0,20201231,192000000,유진,691588
1.10E+12,1869000000,20210330,500000000,1447000000,일반회사,422000000,브랜드무브,,20070802,20070802,M71,전문 서비스업,9,202105,1554,김은령,2049000000,20201231,672000000,미래에셋,13012030
1.10E+12,1.78E+11,20210325,4028000000,73852000000,일반회사,1.04E+11,인크로스,20161031,20070813,20190801,M71,전문 서비스업,218,202105,2119,이재원,36181000000,20201231,12309000000,에스케이,13013968
1.10E+12,8202000000,20210323,10580000000,2121000000,일반회사,6081000000,케이제이모터라드,,20070822,20071001,G45,자동차 및 부품 판매업,30,202105,845,최정호,17572000000,20201231,-371000000,엘에스,495469
1.10E+12,9.54E+12,20210326,81908000000,4.92E+12,일반회사,4.62E+12,씨제이제일제당,20070928,20070901,20071101,C10,식료품 제조업,7777,202105,1716,최은석외1,5.98E+12,20201231,3.41E+11,씨제이,494292
1.10E+12,441000000,20210330,100000000,-483000000,일반회사,924000000,실바톤어쿠스틱스,,20070910,20071001,C26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,202105,413,배성호,708000000,20201231,145000000,케이씨씨,16069335
1.10E+12,6.76E+11,20210331,45448000000,2.67E+11,일반회사,4.09E+11,티케이케미칼,20110426,20071107,20080530,C20,화학 물질 및 화학제품 제조업; 의약품 제외,631,202105,942,이상일,4.11E+11,20201231,-1355000000,SM,12099515
1.10E+12,23440000000,20210324,10830000000,11155000000,일반회사,12285000000,동해그린에너지,,20071115,20140401,D35,"전기, 가스, 증기 및 공기 조절 공급업",0,202105,149,권도우,385000000,20201231,579000000,지에스,686635
1.10E+12,3.74E+11,20210330,1.01E+11,-84665000000,일반회사,4.58E+11,우이신설경전철,,20071122,20080102,H49,육상 운송 및 파이프라인 운송업,12,202105,2048,서상일,13383000000,20201231,-31794000000,포스코,687206
1.10E+12,1150000000,20210330,2554000000,1139000000,일반회사,11000000,다음글로벌홀딩스,,20071123,20141001,M71,전문 서비스업,1,202105,103,김창준,,20201231,356000000,카카오,13016165
1.10E+12,577000000,20210315,50000000,511000000,일반회사,66000000,세우에스아이,,20071127,20071201,G46,도매 및 상품 중개업,6,202105,340,허윤범,1937000000,20201231,21000000,케이씨씨,16071475
1.10E+12,62538000000,20210319,164000000,11060000000,일반회사,51478000000,엘베스트,,20071217,20081201,M71,전문 서비스업,66,202105,563,정성수,25893000000,20201231,7101000000,엘지,13049889
1.10E+12,1.95E+12,20210331,67713000000,9.14E+11,일반회사,1.03E+12,한화에너지,,20071218,20080102,D35,"전기, 가스, 증기 및 공기 조절 공급업",428,202105,2482,정인섭,6.26E+11,20201231,50679000000,한화,673142
1.10E+12,1.23E+11,20210317,11006000000,38958000000,일반회사,84284000000,동원팜스,,20071221,20170406,C10,식료품 제조업,110,202105,1346,"신영수,정춘오",2.09E+11,20201231,1717000000,동원,673565
1.10E+12,8.39E+11,20210325,1.33E+11,1.13E+11,일반회사,7.27E+11,서울문산고속도로,,20071221,20210104,N74,사업시설 관리 및 조경 서비스업,8,202105,1629,정대창,5183000000,20201231,-7649000000,지에스,12098017
1.10E+12,60825000000,20210330,3536000000,4271000000,일반회사,56554000000, 케이티서비스북부,,20071221,20151001,F42,전문직별 공사업,2065,202105,2172,이성규,2.17E+11,20201231,-871000000,케이티,16024148
1.10E+12,14725000000,20210317,9090000000,13733000000,일반회사,992000000,이랜드중국패션디자인,,20071231,20080201,C14,"의복, 의복 액세서리 및 모피제품 제조업",37,202105,682,정수정,5322000000,20201231,66000000,이랜드,12098023
1.10E+12,4738000000,20210330,2000000000,3967000000,일반회사,771000000,이앤씨인프라,,20080102,20120201,L68,부동산업,0,202105,2098,박찬민,3123000000,20201231,369000000,씨제이,12098022
1.10E+12,4.56E+11,20210329,79038000000,85951000000,일반회사,3.70E+11,디비메탈,,20080201,20080303,C24,1차 금속 제조업,302,202105,163,김경덕,2.79E+11,20201231,-47805000000,DB,12097776
1.10E+12,2150000000,20210312,38000000,1261000000,일반회사,889000000,엔디,,20080213,20080213,J58,출판업,15,202105,550,김명건,5369000000,20201231,91000000,하림,13091126
1.10E+12,2315000000,20210331,300000000,1542000000,일반회사,773000000,티앤케이정보,,20080219,20080301,G46,도매 및 상품 중개업,10,202105,928,안병엽,3796000000,20201231,-215000000,케이씨씨,13017644
1.10E+12,2544000000,20210326,77000000,2430000000,일반회사,114000000,메르뱅,,20080221,20080221,G46,도매 및 상품 중개업,6,202105,204,김수한,1450000000,20201231,-186000000,태광,13011821
1.10E+12,31349000000,20210331,14688000000,31130000000,일반회사,219000000,다보중앙,,20080225,20080225,M73,"기타 전문, 과학 및 기술 서비스업",1,202105,98,이창섭,1281000000,20201231,925000000,중앙,16006195
1.10E+12,2.49E+11,20210324,70000000000,90821000000,일반회사,1.59E+11,에이엠플러스자산개발,,20080303,20080303,L68,부동산업,37,202105,1887,이영수,15244000000,20201231,3120000000,애경,13012163
1.10E+12,5.46E+11,20210325,69948000000,4.08E+11,일반회사,1.38E+11,에스비에스미디어홀딩스,20080324,20080304,20080401,J60,방송업,12,202105,1782,신경렬,4905000000,20201231,-79124000000,태영,13007096
1.10E+12,57057000000,20210319,62000000,23174000000,일반회사,33883000000,스타쉽엔터테인먼트,,20080304,20160310,J59,영상ㆍ오디오 기록물 제작 및 배급업,118,202105,370,"김시대, 이진성",48775000000,20201231,-7144000000,카카오,32044752
1.10E+12,38937000000,20210323,2000000000,14144000000,일반회사,24793000000,지에스넷비전,,20080320,20080501,M71,전문 서비스업,85,202105,766,권기환,24011000000,20201231,484000000,지에스,13013939
1.10E+12,8482000000,20210325,1000000000,926000000,일반회사,7556000000,에어코리아,,20080514,20080602,H52,창고 및 운송관련 서비스업,838,202105,510,김종대,18813000000,20201231,-4355000000,한진,13038570
1.10E+12,4.91E+11,20210329,28220000000,67161000000,금융보험업,4.24E+11,카카오페이증권,,20080526,20200401,K64,금융업,200,202105,811,"김대홍, 윤기정",58527000000,20201231,-6751000000,카카오,13050360
1.10E+12,9541000000,20210326,500000000,4232000000,일반회사,5309000000,메인트란스,,20080624,20080801,H52,창고 및 운송관련 서비스업,268,202105,1492,최동현,24527000000,20201231,2172000000,현대자동차,13038959
1.10E+12,6820000000,20200925,300000000,5580000000,일반회사,1240000000,엔에스홈쇼핑미디어센터,,20080701,20080701,J59,영상ㆍ오디오 기록물 제작 및 배급업,100,202105,555,양종완,10418000000,20200630,1092000000,하림,17019805
1.10E+12,97216000000,20210315,1204000000,87063000000,일반회사,10153000000,현대에이앤아이,,20080703,20080801,L68,부동산업,0,202105,1087,윤영식,0,20201231,879000000,현대백화점,13038952
1.10E+12,44630000000,20210329,45200000000,41717000000,일반회사,2913000000,송도파워,,20080716,20080801,L68,부동산업,1,202105,1653,이상수,1040000000,20201231,679000000,DL,13038956
1.10E+12,1.81E+11,20210326,13179000000,50485000000,일반회사,1.31E+11,케이티디에스,,20080723,20080901,J62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1401,202105,852,우정민,4.87E+11,20201231,10913000000,케이티,13039451
1.10E+12,6109000000,20210323,650000000,480000000,일반회사,5628000000,엠제이에이와인,,20080725,20090401,G47,소매업; 자동차 제외,1,202105,2002,이동진,18292000000,20201231,-569000000,롯데,13043328
1.10E+12,17498000000,20210317,4785000000,4389000000,일반회사,13109000000,자이에너지운영,,20080731,20080901,M71,전문 서비스업,459,202105,2131,박승범,60990000000,20201231,-5165000000,지에스,13043324
1.10E+12,30754000000,20210326,121000000,3102000000,일반회사,27652000000,본팩토리,,20080818,20191201,J60,방송업,9,202105,243,"문석환, 오광희",31217000000,20201231,314000000,씨제이,16019046
1.10E+12,37013000000,20210309,200000000,2570000000,일반회사,34443000000,씨에스원파트너,,20080829,20081001,N75,사업 지원 서비스업,1685,202105,426,고은정,92011000000,20201231,935000000,엘지,13046191
1.10E+12,91968000000,20210317,5733000000,80705000000,일반회사,11263000000,티캐스트,,20080901,20080901,J60,방송업,94,202105,941,강신웅,66254000000,20201231,9082000000,태광,13077567
1.10E+12,2380000000,20210323,10400000000,-825000000,일반회사,3205000000,켄싱턴월드,,20080902,20120112,N75,사업 지원 서비스업,111,202105,875,"윤성대, 손창우",3123000000,20201231,-516000000,이랜드,13043127
1.10E+12,50512000000,20210328,42900000000,-70115000000,일반회사,1.21E+11,세빛섬,,20080908,20090401,L68,부동산업,6,202105,323,노재봉,5845000000,20201231,-18262000000,효성,13081224
1.10E+12,1.12E+12,20210331,3884000000,7.80E+11,일반회사,3.40E+11,미래에셋컨설팅,,20080923,20080923,I55,숙박업,596,202105,1514,김승건,66582000000,20201231,1.01E+11,미래에셋,13045914
1.10E+12,911000000,,1100000000,-1141000000,일반회사,2053000000,톡트위원회,,20081101,20081027,J58,출판업,0,202105,2345,유영산,800000,20181231,-165000000,중앙,13081974
1.10E+12,8.82E+11,20210331,500000000,1.06E+11,일반회사,7.76E+11,장금마리타임,,20081111,20081111,H50,수상 운송업,43,202105,2134,김남덕,1.57E+11,20201231,-56848000000,장금상선,13086521
1.10E+12,859000000,20210312,300000000,381000000,일반회사,478000000,에스지서비스,,20081124,20101012,M71,전문 서비스업,28,202105,1804,김상준,1893000000,20201231,-9000000,다우키움,16018349
1.10E+12,5.10E+11,20210325,9124000000,3.43E+11,일반회사,1.67E+11,테크팩솔루션,,20081126,20141021,C23,비금속 광물제품 제조업,720,202105,920,서범원,3.87E+11,20201231,24305000000,동원,18031356
1.10E+12,1.81E+11,20210325,25000000000,5988000000,일반회사,1.75E+11,마포애경타운,,20081202,20081202,L68,부동산업,6,202105,198,김재천,14990000000,20201231,-618000000,애경,13079291
1.10E+12,16594000000,20210329,8000000000,11682000000,금융보험업,4912000000,삼천리자산운용,,20081204,20111109,K64,금융업,24,202105,1612,이재균,5846000000,20201231,5932000000,삼천리,13079569
1.10E+12,82157000000,20210323,22000000000,26770000000,일반회사,55387000000,신세계엘앤비,,20081218,20090102,G46,도매 및 상품 중개업,607,202105,401,우창균,1.45E+11,20201231,7803000000,신세계,13072689
1.10E+12,3561000000,20210323,370000000,2233000000,일반회사,1328000000,엔비전스,,20090217,20090301,R90,"창작, 예술 및 여가관련 서비스업",58,202105,553,송영희,1764000000,20201231,-36000000,네이버,13081915
1.10E+12,22091000000,20210325,100000000,2875000000,일반회사,19216000000,제이에스픽쳐스,,20090323,20140201,J59,영상ㆍ오디오 기록물 제작 및 배급업,11,202105,728,이진석,9039000000,20201231,-1014000000,씨제이,13080532
1.10E+12,926000000,20210330,1000000000,925000000,일반회사,1000000,신양월드레저,,20090331,20090331,R91,스포츠 및 오락관련 서비스업,0,202105,1693,정일룡,0,20211231,-9000000,한국타이어,16013152
1.10E+12,2.02E+12,20210325,50000000000,8.11E+11,일반회사,1.21E+12,엘지하우시스,20090420,20090402,20090504,C22,고무 및 플라스틱제품 제조업,3279,202105,574,"강계웅,강인식",2.60E+12,20201231,-1.06E+11,엘지,13081396
1.10E+12,4.71E+11,20210326,3.30E+11,2.13E+11,일반회사,2.58E+11,피에스앤마케팅,,20090403,20090504,G47,소매업; 자동차 제외,2182,202105,2401,허선영,1.43E+12,20201231,-847000000,에스케이,13083530
1.10E+12,2.31E+11,20210330,49900000000,-10857000000,일반회사,2.42E+11,옥산오창고속도로,,20090622,20090803,N74,사업시설 관리 및 조경 서비스업,5,202105,2039,양동완,5394000000,20201231,-21369000000,지에스,13089691
1.10E+12,78474000000,20210325,951000000,76878000000,일반회사,1596000000,한화케미칼오버시즈홀딩스,,20090713,20090803,N75,사업 지원 서비스업,0,202105,2490,남이현,,20201231,-1946000000,한화,13089693
1.10E+12,749000000,20190329,420000000,-132000000,일반회사,880000000,비에이엠시스템,,20090721,20161220,G46,도매 및 상품 중개업,2,202105,265,황두현,0,20181231,0,유진,18012304
1.10E+12,67925000000,20210326,500000000,66605000000,일반회사,1321000000,반도,,20090720,20090720,F41,종합 건설업,5,202105,230,김홍유,22884000000,20201231,1083000000,반도홀딩스,16036403
1.10E+12,97608000000,20200320,15777000000,19517000000,일반회사,78091000000,제주해양과학관,,20090722,20200203,R90,"창작, 예술 및 여가관련 서비스업",1,202105,743,정재우,12763000000,20191231,-4932000000,한화,16023314
1.10E+12,74000000,20210331,3952000000,-232000000,일반회사,306000000,은평새길,,20090810,20091001,N74,사업시설 관리 및 조경 서비스업,0,202105,2089,양동완,,20201231,-20000000,지에스,13092904
1.10E+12,25652000000,20210326,21500000000,24872000000,일반회사,780000000,탄천이앤이,,20090821,20091001,D35,"전기, 가스, 증기 및 공기 조절 공급업",0,202105,908,손병수,6168000000,20201231,2268000000,포스코,13092845
1.10E+12,43938000000,20210330,3165000000,2359000000,일반회사,41579000000,화랑관사비티엘,,20090821,20160919,L68,부동산업,0,202105,2588,김용일,1909000000,20201231,-96000000,호반건설,16007620
1.10E+12,2.30E+12,20210326,1.00E+11,1.02E+12,일반회사,1.28E+12,에스케이루브리컨츠,,20091005,20091102,C19,"코크스, 연탄 및 석유정제품 제조업",262,202105,1820,차규탁,2.08E+12,20201231,2.16E+11,에스케이,13092193
1.10E+12,23233000000,20210330,2000000000,7522000000,일반회사,15711000000,효성토요타,,20091006,20091201,G45,자동차 및 부품 판매업,73,202105,2597,이규환,49145000000,20201231,252000000,효성,16000309
1.10E+12,1.87E+11,20210329,85224000000,1.22E+11,일반회사,64853000000,페럼인프라,,20091015,20091102,R91,스포츠 및 오락관련 서비스업,37,202105,958,고문성,42729000000,20201231,452000000,동국제강,13098084
1.10E+12,4.83E+11,20210326,1222000000,4.16E+11,일반회사,66984000000,이니스프리,,20091110,20091110,G47,소매업; 자동차 제외,358,202105,668,임혜영,3.49E+11,20201231,10218000000,아모레퍼시픽,16015133
1.10E+12,844000000,20210331,500000000,550000000,일반회사,294000000,와이제이씨,,20091111,20091111,H52,창고 및 운송관련 서비스업,8,202105,630,서철호,4482000000,20201231,72000000,장금상선,17089762
1.10E+12,1266000000,20210326,3.22E+11,-19735000000,일반회사,21001000000,디비인베스트,,20091116,20100104,M71,전문 서비스업,0,202105,1381,최경진,1000000,20201231,-29168000000,DB,16003715
1.10E+12,2734000000,20210331,500000000,1718000000,일반회사,1016000000,세고라디칼,,20091126,20171124,F41,종합 건설업,3,202105,320,이호,4151000000,20201231,-341000000,IMM인베스트먼트,16086680
1.10E+12,2.11E+11,20210325,50000000000,1.95E+11,일반회사,16237000000,한화도시개발,,20091201,20100104,L68,부동산업,57,202105,1056,김인성,,20201231,4086000000,한화,16000041
1.10E+12,70549000000,20210324,2514000000,48533000000,일반회사,22016000000,그린카,,20091212,20150915,N76,임대업; 부동산 제외,115,202105,48,김상원,44846000000,20201231,3007000000,롯데,16088147
1.10E+12,92034000000,20210319,52000000,78922000000,일반회사,13112000000,찌레본파워홀딩스,,20091222,20091222,M71,전문 서비스업,0,202105,787,오재원,8044000000,20201231,6095000000,삼천리,16020754
1.10E+12,14410000000,20210323,150000000,-3510000000,일반회사,17920000000,하이텔레서비스,,20091229,20100201,N75,사업 지원 서비스업,950,202105,1019,김기남,1.00E+11,20201231,1093000000,엘지,16006277
1.10E+12,1.84E+12,20210330,25000000000,4.97E+11,일반회사,1.34E+12,동광주택,,20091230,20091230,F41,종합 건설업,103,202105,136,신명호외2,29803000000,20201231,-23299000000,부영,16012858
1.10E+12,1.66E+13,20210330,50000000000,3.47E+12,일반회사,1.31E+13,부영주택,,20091230,20091230,F41,종합 건설업,988,202105,255,신명호외3,2.46E+12,20201231,55093000000,부영,16012860
1.10E+12,18568000000,20210330,1407000000,595000000,일반회사,17973000000,진안물사랑,,20100108,20110816,E36,수도업,0,202105,2217,이경근,974000000,20201231,25000000,동원,17058616
1.10E+12,1.85E+11,20210226,85247000000,1.77E+11,일반회사,8374000000,징크옥사이드코퍼레이션,,20100112,20160401,C23,비금속 광물제품 제조업,41,202105,785,최민석,45938000000,20201231,3601000000,영풍,17061232
1.10E+12,72000000,20210329,189000000,-99000000,일반회사,171000000,띵소프트,,20100118,20130912,J58,출판업,0,202105,174,김주현,,20201231,-334000000,넥슨,16098173
1.10E+12,38448000000,20210319,1000000000,10561000000,일반회사,27887000000,휴먼티에스에스,,20100128,20100302,N75,사업 지원 서비스업,2643,202105,1117,박영수,1.70E+11,20201231,5850000000,삼성,16007990
1.10E+12,1.83E+11,20210330,43153000000,-29621000000,일반회사,2.12E+11,덕송내각고속화도로,,20100208,20130304,H52,창고 및 운송관련 서비스업,2,202105,1317,정백중,5246000000,20201231,-13087000000,DL,16098513
1.10E+12,85159000000,20210331,1550000000,22219000000,일반회사,62940000000,유진레저,,20140305,20100209,R91,스포츠 및 오락관련 서비스업,20,202105,2068,조일구,22646000000,20201231,5707000000,유진,16075079
1.10E+12,1093000000,20210318,500000000,941000000,일반회사,152000000,리앤에스스포츠,,20100210,20100210,R91,스포츠 및 오락관련 서비스업,7,202105,191,이재명,2076000000,20201231,-76000000,태영,16015477
1.10E+12,25622000000,20210323,7899000000,9131000000,일반회사,16491000000,여수씨월드,,20100216,20100401,R90,"창작, 예술 및 여가관련 서비스업",2,202105,593,"김경수, 김철수",10129000000,20201231,-613000000,한화,16012999
1.10E+12,25291000000,20210324,4000000000,8832000000,일반회사,16459000000,참트레이딩,,20100226,20100226,G46,도매 및 상품 중개업,18,202105,790,이태균,59344000000,20201231,1162000000,하림,18023502
1.10E+12,53893000000,20210322,4000000000,47187000000,일반회사,6706000000,지에스바이오,,20100312,20100503,C20,화학 물질 및 화학제품 제조업; 의약품 제외,26,202105,2199,김병주,1.14E+11,20201231,5304000000,지에스,16014819
1.10E+12,2.52E+11,20210329,27500000000,2.25E+11,일반회사,27131000000,엘에스메탈,,20100406,20100503,C25,금속 가공제품 제조업; 기계 및 가구 제외,273,202105,1978,김원일,3.26E+11,20201231,-905000000,엘에스,16013282
1.10E+12,,,,,일반회사,,오션플러스,,20100408,20100408,I56,음식점 및 주점업,0,202105,2030,정재원,,,,장금상선,17025767
1.10E+12,36035000000,20210311,500000000,6776000000,일반회사,29259000000,문화창고,,20100420,20160801,M73,"기타 전문, 과학 및 기술 서비스업",19,202105,216,김선정,36921000000,20201231,1565000000,씨제이,17014062
1.10E+12,2.13E+11,20210326,45000000000,65671000000,금융보험업,1.47E+11,에코캐피탈,,20100427,20100427,K64,금융업,21,202105,543,장현근,13424000000,20201231,5862000000,하림,16021483
1.10E+12,34254000000,20210329,2474000000,2945000000,일반회사,31309000000,미래,,20100428,20100601,F41,종합 건설업,0,202105,1499,김돈,1732000000,20201231,-66000000,케이씨씨,16016984
1.10E+12,46418000000,20210324,1704000000,-7621000000,일반회사,54039000000,험프리에스엘큐원,,20100429,20100601,L68,부동산업,1,202105,2522,박민용,11200000000,20201231,292000000,DL,16016947
1.10E+12,5703000000,20200901,5000000000,4538000000,일반회사,1165000000,지이프리미어제1호기업구조조정부동산투자회사,,20100429,20190501,L68,부동산업,1,202105,779,조이준,333000000,20201231,83000000,케이티,17060742
1.10E+12,2396000000,20210326,50000000,1903000000,일반회사,493000000,세광패션,,20100503,20100503,N75,사업 지원 서비스업,112,202105,321,박재용,5950000000,20201231,-41000000,태광,17025908
1.10E+12,3170000000,20210325,611000000,-5629000000,일반회사,8799000000,록앤올,,20100517,20150609,J63,정보서비스업,0,202105,1427,유강원,0,20201231,560000000,카카오,17000324
1.10E+12,80889000000,20210331,12750000000,-4711000000,일반회사,85600000000,아이에스해운,,20100525,20100525,H50,수상 운송업,1,202105,1740,권민석,9721000000,20201231,-11362000000,아이에스지주,16023373
1.10E+12,1.02E+12,20210324,89493000000,3.73E+11,일반회사,6.46E+11,팜한농,,20100601,20160601,C20,화학 물질 및 화학제품 제조업; 의약품 제외,973,202105,951,이유진,5.95E+11,20201231,6930000000,엘지,16017294
1.10E+12,96516000000,20210331,5000000000,37383000000,일반회사,59133000000,현대머티리얼,,20100604,20100802,G46,도매 및 상품 중개업,59,202105,2531,천상우,2.18E+11,20201231,9905000000,현대자동차,16022359
1.10E+12,96258000000,20210329,21927000000,24368000000,일반회사,71890000000,서비스에이스,,20100610,20100802,N75,사업 지원 서비스업,3429,202105,1622,하명복,2.07E+11,20201231,2905000000,에스케이,16022362
1.10E+12,48975000000,20210319,18000000000,999000000,일반회사,47976000000,일산씨월드,,20100610,20100701,R90,"창작, 예술 및 여가관련 서비스업",0,202105,720,김경수,4298000000,20201231,-16462000000,한화,16020516
1.10E+12,88663000000,20210329,15000000000,34651000000,일반회사,54012000000,에스케이오앤에스,,20100614,20100802,N74,사업시설 관리 및 조경 서비스업,2330,202105,1851,백중기,2.79E+11,20201231,778000000,에스케이,16022361
1.10E+12,1.66E+11,20210326,27000000000,4484000000,일반회사,1.62E+11,천마산터널,,20100625,20111001,H52,창고 및 운송관련 서비스업,1,202105,2222,김정훈,8896000000,20201231,-8737000000,대우건설,18027041
1.10E+12,20495000000,20210330,4427000000,12023000000,일반회사,8472000000,켐텍,,20100705,20100802,G46,도매 및 상품 중개업,15,202105,877,이해창,27366000000,20201231,-2210000000,DL,16022384
1.10E+12,2.22E+11,20210331,1000000000,11186000000,일반회사,2.10E+11,시노코탱커,,20100708,20100708,H50,수상 운송업,8,202105,1679,김남덕,5660000000,20201231,-48878000000,장금상선,17069359
1.10E+12,1877000000,20210324,500000000,1264000000,일반회사,613000000,에이플러스디,,20100712,20100802,L68,부동산업,1,202105,1927,양경홍,2586000000,20201231,44768000000,DL,16022386
1.10E+12,1.47E+12,20210326,9763000000,1.14E+12,일반회사,3.35E+11,카카오엔터테인먼트,,20100720,20151231,J63,정보서비스업,452,202105,806,"이진수, 김성수",6.14E+11,20201231,27305000000,카카오,17069732
1.10E+12,1398000000,20210331,500000000,1345000000,일반회사,53000000,에스앤에스인터내셔날,,20100728,20100902,L68,부동산업,0,202105,497,신영자,,20201231,425000000,롯데,16024545
1.10E+12,1.67E+12,20210330,79244000000,1.36E+12,일반회사,3.12E+11,케이티에스테이트,,20100802,20100902,L68,부동산업,397,202105,862,최남철,3.60E+11,20201231,16110000000,케이티,16024552
1.10E+12,117000000,20210330,50000000,105000000,일반회사,12000000,판교에스디쓰리,,20100825,20180701,L68,부동산업,0,202105,2363,강순태,204000000,20201231,10000000,SM,17070717
1.10E+12,19978000000,20210319,79000000,1136000000,일반회사,18842000000,그랑몬스터,,20100827,20190701,M71,전문 서비스업,83,202105,1160,"인소민, 노희종",12165000000,20201231,-2232000000,농협,16096645
1.10E+12,2.13E+11,20210326,6000000000,-30351000000,일반회사,2.43E+11,공덕경우개발,,20101001,20120501,L68,부동산업,7,202105,1145,최현태,20111000000,20201231,-434000000,효성,16091363
1.10E+12,58352000000,20210325,1785000000,52518000000,금융보험업,5834000000,한국투자프라이빗에쿼티,,20101029,20160115,K64,금융업,22,202105,2447,김마이클민규,13714000000,20201231,3868000000,한국투자금융,17054063
1.10E+12,6052000000,20210329,915000000,-16319000000,일반회사,22371000000,제이티비씨스포츠,,20101119,20150820,J60,방송업,21,202105,2157,오영민,15503000000,20201231,-584000000,중앙,17087430
1.10E+12,1157000000,20210324,50000000,1022000000,일반회사,135000000,청진이삼자산관리,,20101125,20150501,L68,부동산업,2,202105,2231,이상수,300000000,20201231,122000000,DL,18030184
